POLAKOMITI, GLAGOL
STOLOVANJE, IMENICA
RANGIRANJE, IMENICA
KALUPILICA, IMENICA
DOLEPRŠATI, GLAGOL
VELEŠTOVAN, PRIDJEV
ISKRSAVATI, GLAGOL
SLUČAJNIJI, PRIDJEV
ZAJEDAJUĆI, PRIDJEV
BINAURALAN, PRIDJEV
NEPROZIRNO, PRILOG
NADLEŽNOST, IMENICA
GRANULATOR, IMENICA
NESINKRONI, IMENICA
SPONTANIJI, PRIDJEV
IZGNJURITI, IMENICA
SUMIRAJUĆI, PRILOG
NEOBUZDANO, PRILOG
PROPUHAVŠI, PRILOG
JEDNOSOBAN, PRIDJEV
NEOPOREZIV, PRIDJEV
PRIMORAVŠI, PRILOG
ODGLUMIVŠI, PRILOG
ZAMUĆIVATI, GLAGOL
MAKARONSKI, PRIDJEV
PROŠIRENJE, IMENICA
UDOSTOJATI, GLAGOL
GRANDIOZNO, PRILOG
SINERGIZAM, IMENICA
DEMASKIRAN, PRIDJEV
BOGOJEVSKI, PRIDJEV
NEALBANSKI, PRIDJEV
OLEGRAFIJA, IMENICA
MAOISTIČKI, PRIDJEV
NAPLAĆIVAN, PRIDJEV
ZAPETLJANE, PRIDJEV
BRJEŽULJAK, IMENICA
FAMOKSADON, IMENICA
EUTANAZIJA, IMENICA
POUZDANIJI, PRIDJEV
SKRIVAJUĆI, PRILOG
DUGONOSICA, IMENICA
POZITRONIJ, IMENICA
LUKSEMBURG, IMENICA
POSTOJANJE, IMENICA
SPEKTRALNO, PRILOG
ZABRAZDITI, GLAGOL
POETOLOŠKI, PRIDJEV
RAZMINIRAN, PRIDJEV
ODPEČATITI, GLAGOL
OPROBAVATI, GLAGOL
NAJVIČNIJI, PRIDJEV
PRIBROJATI, GLAGOL
PROTOČNIJI, PRIDJEV
REVOLTIRAN, PRIDJEV
DVOKATNICA, IMENICA
ŠĆUĆURENJE, IMENICA
ETRUSKOLOG, IMENICA
KONTROLITI, GLAGOL
TROGLODITI, GLAGOL
OTPLJUNUTI, GLAGOL
PODLOŽENJE, IMENICA
SVETKUJUĆI, PRILOG
NARANDŽAST, PRIDJEV
UPUMPAVATI, GLAGOL
MENTORSTVO, IMENICA
PRITVORITI, GLAGOL
BLJUTAVIJI, PRIDJEV
DISIPACIJA, IMENICA
PROSTAČITI, GLAGOL
LOGOROVATI, GLAGOL
DILATANTNI, PRIDJEV
KONTEKSTAN, PRIDJEV
MANUSKRIPT, IMENICA
ČAJKOVAČKI, PRIDJEV
ZIMOGROZAM, PRIDJEV
NAMJENJENI, PRIDJEV
ZAORAVANJE, IMENICA
KALUĐERICA, IMENICA
KRIZMAJUĆI, PRILOG
ZABLUDJETI, GLAGOL
PREMREŽITI, GLAGOL
GLJIVURINA, IMENICA
PREKIDNOST, IMENICA
KARBENIJEV, PRIDJEV
KONTRIRATI, GLAGOL
BIOAKTIVNI, PRIDJEV
POPUHIVATI, GLAGOL
PALISADITI, GLAGOL
ŠKOLJKASTI, PRIDJEV
SVANJUJUĆI, PRIDJEV
AUTOSERVIS, IMENICA
POŽNJEVENI, PRIDJEV
USILJENOST, IMENICA
PAKISTANAC, IMENICA
DOCIRAJUĆI, PRILOG
FOTOKATODA, IMENICA
ZAZIVAJUĆI, PRIDJEV
IZAZOVNIJI, PRIDJEV
USLOJENOST, IMENICA
TRIJEZNITI, GLAGOL
NESKLONIJA, IMENICA
PRODANOVIĆ, IMENICA
HIDROSFERA, IMENICA
RAKETIRATI, GLAGOL
INERTIRANI, GLAGOL
IKOSANOIDI, IMENICA
FILTRIRATI, GLAGOL
TREPHTJETI, GLAGOL
OBREĐIVATI, GLAGOL
KARAKTERAN, PRIDJEV
PURGATIVAN, PRIDJEV
STRIKTNOST, IMENICA
KROPLJENJE, IMENICA
NAPADNUVŠI, PRILOG
ZAPAHNUVŠI, PRILOG
SVAKIDANJI, PRIDJEV
PLETARSTVO, IMENICA
PROČIŠĆAVA, IMENICA
MIKROTRAKA, IMENICA
KVARNERSKI, PRIDJEV
REAKTANTNI, PRIDJEV
FERIČANSKI, PRIDJEV
OPLAKOVATI, GLAGOL
INKUBACIJA, IMENICA
OČEŠLJAVŠI, PRILOG
STRASBOURG, IMENICA
NAJVEDRIJI, PRIDJEV
PROMJERIJA, IMENICA
ARHIVIRATI, GLAGOL
PRIČEKANJE, IMENICA
STRUGALICA, IMENICA
KLORPROFAM, IMENICA
UKROTITELJ, IMENICA
IZOKRENUTI, PRIDJEV
ODGOJENOST, IMENICA
RASPORIVŠI, PRILOG
BEZBOŽNICA, IMENICA
ANALIZIRAN, PRIDJEV
BLINDIRANI, PRIDJEV
ISKOŠENOST, IMENICA
OPETOVNICA, IMENICA
OMRŠAVJETI, GLAGOL
NEKAUZALAN, PRIDJEV
ŠTAFELAJNI, PRIDJEV
VIŠETONSKI, PRIDJEV
AGREGIRANI, PRIDJEV
PROMATRANI, PRIDJEV
SMEKŠAVATI, GLAGOL
SOLISTIČKI, PRIDJEV
GOROVITIJI, PRIDJEV
KOROGIJSKI, PRIDJEV
GALAKTIČKI, PRIDJEV
JAŠKOVAČKI, PRIDJEV
DEFRAKCIJA, IMENICA
NAKRENUVŠI, PRILOG
KNJIŽARSKI, PRIDJEV
KOLAGENSKI, PRIDJEV
UOBIČAVATI, GLAGOL
KOMINTERNA, IMENICA
PROGRIZATI, GLAGOL
OSRAMOTITI, GLAGOL
SUDBONOSAN, PRIDJEV
DEVEDESETI, BROJ
SAGRADIVŠI, PRILOG
IZBORNIČKI, PRIDJEV
ZADUŽENOST, IMENICA
NOVOKOVANI, PRIDJEV
TRESKAJUĆI, PRILOG
POHRANJENI, PRIDJEV
ZAPLJENITI, GLAGOL
PRIKOVAVŠI, PRILOG
POSKOČIVŠI, PRILOG
SUBKULTURA, IMENICA
OBRAČUNSKI, PRIDJEV
TUMARAJUĆI, PRILOG
MIKROZUBAC, IMENICA
PREMICANJE, IMENICA
USKRATIVŠI, PRILOG
DOTJERIVAN, PRIDJEV
JAVLJAJUĆI, GLAGOL
ANGAŽIRANI, PRIDJEV
EKONOMIČAN, PRIDJEV
ZAMIŠLJENO, PRILOG
REFERENTNI, PRIDJEV
GREBENANJE, IMENICA
FERTILITET, IMENICA
POKRETLJIV, PRIDJEV
ALOHTONIJI, PRIDJEV
STRAŽARITI, GLAGOL
BEZVEZNOST, IMENICA
EMULGIRATI, GLAGOL
MRIJESTEĆI, PRILOG
SINOPTIČKI, PRIDJEV
HETEROTROF, IMENICA
ZAGRIJAVŠI, PRILOG
IZRUČITELJ, IMENICA
TRESETIŠNI, PRIDJEV
NEODVOJIVO, PRILOG
MATIRAJUĆI, PRIDJEV
TOKSIČNOST, IMENICA
OCEANIJSKI, PRIDJEV
BARITONSKI, PRIDJEV
PLANIMETAR, IMENICA
OKRETOMJER, IMENICA
INDENTIČAN, PRIDJEV
RUMENJENJE, IMENICA
TRANSAKTOR, IMENICA
SIMENTALAC, PRIDJEV
OPTIČARSKI, PRIDJEV
POPRIMLJEN, PRIDJEV
USTROJSTVA, IMENICA
JERGOVIĆEV, PRIDJEV
ISTJECANJE, IMENICA
SAGNJILITI, GLAGOL
DOKOTURATI, GLAGOL
ODLIJETATI, GLAGOL
POVLASTITI, GLAGOL
KOŠARAŠTVO, IMENICA
ŽUPANIJSKI, PRIDJEV
PRILETJETI, GLAGOL
PROMOTIVNI, PRIDJEV
ODLUČUJUĆI, PRIDJEV
PREZIMIVŠI, PRILOG
HABITUALNI, PRIDJEV
CJELIVANJE, IMENICA
BOGOLJUBAN, PRIDJEV
POTPORNJAK, IMENICA
TIJEŠTENJE, IMENICA
POTPISIVAČ, IMENICA
FRANCIŠKAN, IMENICA
BETONIRATI, GLAGOL
ISTUMAČITI, GLAGOL
METACENTAR, IMENICA
KOŠARKAŠEV, PRIDJEV
NEIZGLAČAN, PRIDJEV
TAMNIČAREV, PRIDJEV
UŠTRCAVATI, GLAGOL
NAGLAVCITI, GLAGOL
NEHRANLJIV, PRIDJEV
OBADVOJICA, IMENICA
PREVJERITI, GLAGOL
FRANKFURTI, PRIDJEV
SPERMACIJA, IMENICA
ZAKLJUČATI, GLAGOL
LAPUTANSKI, IMENICA
KULINARSKO, IMENICA
BEZŽIVOTNI, PRIDJEV
JEDNOJNICA, IMENICA
BLESASTIJI, PRIDJEV
KLIMATOLOG, IMENICA
STRAŽNJICA, IMENICA
ISPAĆENIJI, PRIDJEV
PLATFORMNI, PRIDJEV
REPATRIRAC, IMENICA
RASPOJASAN, PRIDJEV
NEPOTAKNUT, PRIDJEV
ZAPUNJAVAN, PRIDJEV
SLABOVIDAN, PRIDJEV
OSCILIRATI, GLAGOL
SPEKTARSKI, PRIDJEV
NARACIJSKI, PRIDJEV
ZAPLAŠIVŠI, PRILOG
UDOMLJAVAN, PRIDJEV
OPORICANJE, IMENICA
NENADMAŠNO, PRILOG
GUBAVICITI, GLAGOL
NABREKNUTI, GLAGOL
NUTRITIVNI, PRIDJEV
BJELOREPNI, PRIDJEV
NABUBRENJE, IMENICA
IZMJESTITI, GLAGOL
KRSTARENJE, IMENICA
GOEBBELSOV, IMENICA
TAMOKSIFEN, IMENICA
SUPERVODIČ, IMENICA
TITLOVANJE, IMENICA
LAMINIRANI, PRIDJEV
JUBILEJSKI, PRIDJEV
KLEMPAVOST, IMENICA
PROMOTRITI, GLAGOL
BIPLANARNI, PRIDJEV
KOREKTURAN, PRIDJEV
NEIZRAZITI, PRIDJEV
VLASTITOST, IMENICA
GEOSTATSKI, IMENICA
PREDRADNJE, IMENICA
UZNOSITIJI, PRIDJEV
IZLJEČENJE, IMENICA
HELIGOLAND, IMENICA
SUSRETANJE, IMENICA
ZASUKAVATI, GLAGOL
KOSITRENJE, IMENICA
PRAMENASTO, PRILOG
PORAZGOVOR, IMENICA
POTRESAVŠI, PRILOG
ODSPAJANJE, IMENICA
ZASUŽNJITI, GLAGOL
REOSIGURAN, PRIDJEV
BESTIJARIJ, IMENICA
AKTIVACIJA, IMENICA
UZDAHNUVŠI, PRILOG
DOBOŠAREĆI, PRIDJEV
KREMLJOLOG, IMENICA
PROKLINJAN, PRIDJEV
TAMNOPLAVA, IMENICA
NERAZLOŽAN, PRIDJEV
GORLJIVIJI, PRIDJEV
ZASTUPAVŠI, PRILOG
UVJERAVATI, GLAGOL
RAZMOTRITI, GLAGOL
ŠKLJOCNUTI, GLAGOL
DUBLIRAVŠI, PRILOG
POPRSKANJE, IMENICA
BEZVEZNJAK, IMENICA
POLISTIREN, IMENICA
FOSFOLIPID, IMENICA
ČETVOROKUT, IMENICA
NATISKNUTI, GLAGOL
KRUNISANJE, IMENICA
GLAVINJSKI, PRIDJEV
PREDLAGATI, GLAGOL
USKRSNUVŠI, PRILOG
SUNOSITELJ, IMENICA
POLUMAJMUN, IMENICA
DOVIJAJUĆI, PRILOG
BIOELEMENT, IMENICA
PREPISIVAČ, IMENICA
PREGNANTAN, PRIDJEV
PUNOGLAVAC, IMENICA
DRUGOVANJE, IMENICA
NAPLAVLJIV, PRIDJEV
SPRIJEČITI, GLAGOL
NAJLOMNIJI, PRIDJEV
PROCVJETAO, IMENICA
PRAVOSUDNI, PRIDJEV
RASTAJANJI, PRIDJEV
POLINZIRAN, PRIDJEV
ISPARAVNJE, IMENICA
IZGURAVATI, IMENICA
RAŠČLAMBOJ, IMENICA
HOMOGAMIJA, IMENICA
MEISSNEROV, PRIDJEV
STJUARDESA, IMENICA
CIJENJENJE, IMENICA
NERASTEZIV, IMENICA
DVOBROJITI, GLAGOL
NEPROBUĐEN, PRIDJEV
ZAMAŠĆENJE, IMENICA
CIHALOTRIN, IMENICA
PRIHVATATI, IMENICA
HOMEOSTAZA, IMENICA
KOKETIRATI, GLAGOL
PRESEZANJE, IMENICA
STRNJARICA, IMENICA
JEDRENJAČA, IMENICA
ALKOTESTER, IMENICA
NADNESAVŠI, PRILOG
PROŽIVLJEN, PRIDJEV
IGNORANCIJ, IMENICA
GENOTIPSKI, PRIDJEV
BINGHMANOV, PRIDJEV
ZAMAHNUVŠI, PRILOG
POSTAVLJAČ, IMENICA
PODMETNUTI, GLAGOL
SAČUVANIJI, PRIDJEV
NAJSOČNIJI, PRIDJEV
EPIDEMIČKI, PRIDJEV
UTIŠAVANJE, IMENICA
JEDNOBOŽAC, IMENICA
RAZMAKNUTI, GLAGOL
POETIZIRAN, PRIDJEV
ABLINEARAN, PRIDJEV
POLJEPŠATI, GLAGOL
DONATORSKI, PRIDJEV
DRUŽBENICA, IMENICA
OGLADNJELO, IMENICA
KRIMINOLOG, IMENICA
IDIOMATIKA, IMENICA
HOLIVUDSKI, PRIDJEV
PODVOŽNJAK, IMENICA
POLASKAVŠI, PRILOG
IZBUBETATI, GLAGOL
ODBROJAVAN, PRIDJEV
RAVNOGORKA, IMENICA
NALOVLJENI, PRIDJEV
STOHASTIKA, IMENICA
SAMOCVIJET, IMENICA
PREDKURSOR, IMENICA
GAUSSMETAR, IMENICA
ZAJEDLJIVI, PRIDJEV
NEKRITIČAN, PRIDJEV
TAMBURAŠKI, PRIDJEV
DVOMINUTNI, PRIDJEV
SEKUNDARNI, PRIDJEV
OPKOLJAVAN, PRIDJEV
PABIRČENJE, IMENICA
PREPICANJE, IMENICA
BREMZAJUĆI, PRILOG
PRIPUSNICA, IMENICA
DRUŠTVANCE, IMENICA
UGLAĐIVATI, GLAGOL
AUTOMORFNI, PRIDJEV
OLAKŠAVATI, GLAGOL
SUZBIJANJE, IMENICA
UGLJIČENJE, IMENICA
POGREŠNIJE, PRILOG
HABSBURŠKI, PRIDJEV
VITAMINSKI, PRIDJEV
JAKOBITSKI, PRIDJEV
NAZAPOSLEN, PRIDJEV
KANARINSKI, PRIDJEV
OKSOOKSIMI, IMENICA
TORBARENJE, IMENICA
POTAMANITI, GLAGOL
INFARCIRAN, PRIDJEV
AVETINJSKI, PRIDJEV
BESKAMATAN, PRIDJEV
ISTUPLJENI, PRIDJEV
TERMOMETAR, IMENICA
RAZNOLISNI, PRIDJEV
SELEKTIRAN, PRIDJEV
LEVANTINAC, IMENICA
POČISTIVŠI, PRILOG
OPALJENIJI, PRIDJEV
FILIGRANAR, IMENICA
ODMOTAVATI, GLAGOL
KOVRČAJUĆI, GLAGOL
POZNANSTVO, IMENICA
INFORMBIRO, IMENICA
RAZABRANJE, IMENICA
PREDIKCIJA, IMENICA
BLAGORODAN, PRIDJEV
IZJEDAJUĆI, PRIDJEV
TOMAŠEVSKI, PRIDJEV
OSPOSOBITI, GLAGOL
OHRATOKSIN, IMENICA
NAJEBAVATI, GLAGOL
JEDNOOKOST, IMENICA
HEMIACETAL, IMENICA
ALOKATIVAN, PRIDJEV
INHOATIVNI, PRIDJEV
RICHMANNOV, PRIDJEV
IZVOJEVATI, GLAGOL
PROMRZLINA, IMENICA
BENZANILID, IMENICA
HOLANĐANIN, IMENICA
RASTEZANJE, IMENICA
KAPLJEVINA, IMENICA
UBRIZGAVŠI, PRILOG
ODVLAČENJE, IMENICA
LEVANTINKA, IMENICA
AFIRMIRATI, GLAGOL
AKLIMACIJA, IMENICA
PREDNAPETI, PRIDJEV
IZOTONIČNI, PRIDJEV
RAZASLANJE, IMENICA
NEUSMJEREN, PRIDJEV
KRIMONOLOG, IMENICA
ODUSTAJATI, GLAGOL
URAČUNLJIV, PRIDJEV
PRIVJEŠENI, PRIDJEV
RASKINUVŠI, PRILOG
ISKRVARITI, GLAGOL
KAPSULARAN, PRIDJEV
OLFAKTORAN, PRIDJEV
PRISNAŽITI, GLAGOL
EDEMATIČAN, PRIDJEV
KOMEDIJANT, IMENICA
ABORTIRATI, GLAGOL
NARUČITELJ, IMENICA
ELEKTROPEĆ, IMENICA
OTPRAVLJAČ, IMENICA
MONODIJSKI, IMENICA
JANAČEKOVI, PRIDJEV
ZELENJENJE, IMENICA
MONOPOLITI, GLAGOL
NADRAŽLJIV, PRIDJEV
IZVRDAVATI, GLAGOL
IZOSTAJATI, GLAGOL
HANZEATSKI, PRIDJEV
TREPERENJE, IMENICA
BAČVARSTVO, IMENICA
POCIKUJUĆI, PRILOG
VJERENIKOV, PRIDJEV
GLOMAZNOST, IMENICA
ISPRAZNIJI, PRIDJEV
PREDHODNIK, IMENICA
DOTURAJUĆI, PRIDJEV
KARAMANLIS, IMENICA
SLAVENSTVO, IMENICA
NAJKOBNIJI, PRIDJEV
SUSRETNUTI, GLAGOL
TRASIRANJE, IMENICA
ISKLIZNUTI, GLAGOL
ZADIVLJENO, PRILOG
SAČINJAVAN, PRIDJEV
NASAĐUJUĆI, PRILOG
PRETVORNIK, IMENICA
MALAKSANJE, IMENICA
POLUELIPSA, IMENICA
OTKORAČITI, IMENICA
JONIZACION, PRIDJEV
DEMONTIRAN, PRIDJEV
PREOPĆENIT, PRIDJEV
NERABLJENI, PRIDJEV
OBITAVANJE, IMENICA
PRIJERODNI, PRIDJEV
MIGRIRAVŠI, PRILOG
OMIŠALJSKI, PRIDJEV
SUBLETALNI, PRIDJEV
PRESRETATI, GLAGOL
INFANTILAN, PRIDJEV
ASEIZMIČKI, PRIDJEV
PREDBREŽJE, IMENICA
ZAVRISNUTI, GLAGOL
PALPATORNI, IMENICA
POSTUPOVAN, PRIDJEV
USKOVITLAN, PRIDJEV
KALIFATSKI, PRIDJEV
OBDUCIRATI, IMENICA
OPISMENIJI, PRIDJEV
CEFALOGRAM, IMENICA
KRIVLJENJE, IMENICA
JEZGROVATI, GLAGOL
UVJETUJUĆI, PRILOG
DOMAHUJUĆI, PRIDJEV
RAZREDBENI, PRIDJEV
KIČMANOVIĆ, IMENICA
PETROLETER, IMENICA
PRENAMJENA, IMENICA
NAGOMILATI, GLAGOL
RAZMICANJE, IMENICA
RIJEŠAVATI, IMENICA
ČUPAVOREPI, PRIDJEV
AEROLOGIJA, IMENICA
PROHODNOST, IMENICA
KRALJIČINA, IMENICA
NAOBRAZITI, GLAGOL
ZANIMAJUĆI, PRIDJEV
PRIVIĐENJE, IMENICA
GARDEROBAN, PRIDJEV
OTUPJELOST, IMENICA
NEPROMOĆIV, IMENICA
SPONTANOST, IMENICA
ANTEMORTEM, IMENICA
PROPUSNIJI, PRIDJEV
FOTOĆELIJA, IMENICA
POTPOMAGAN, PRIDJEV
STATUTARNI, PRIDJEV
FOTOTIPIJA, IMENICA
CERTIFIKAT, IMENICA
AUTOMATSKI, PRIDJEV
SAMARIJSKI, PRIDJEV
KAPLJEVITO, IMENICA
OKOŠTAVATI, GLAGOL
ZAPREMLJEN, PRIDJEV
RENOMIRANO, PRILOG
ŠKROPILICA, IMENICA
KORONACIJA, IMENICA
GNIJEZDEĆI, PRILOG
URONJENIJI, PRIDJEV
NAJTAMNIJI, PRIDJEV
KVADRICEPS, IMENICA
USTRAJNOST, IMENICA
ZAČUĐENIJI, PRIDJEV
PRISMOČITI, GLAGOL
IZBACUJUĆI, PRIDJEV
UREDOSPORE, IMENICA
POMIRUJUĆE, PRILOG
ORIENTALNO, PRILOG
NAPOMENUTI, GLAGOL
NEPOVRATIV, PRIDJEV
ĐERZOVANJE, IMENICA
PRIJEBOJNI, PRIDJEV
POVINOVATI, GLAGOL
PETRARCIAN, PRIDJEV
TORPEDNJAK, IMENICA
UOBLIČIVŠI, PRILOG
NAROČITOST, IMENICA
MIJENJAVŠI, PRILOG
ODRJEŠENJE, IMENICA
GOSTIONICA, IMENICA
POSUŠIVATI, GLAGOL
KNJIGOVEŽA, IMENICA
LIKVIDIRAN, PRIDJEV
RASKRILJEN, PRIDJEV
ELOKVENTAN, PRIDJEV
UNIŠTENIJI, PRIDJEV
MILEŠEVSKI, PRIDJEV
BIAFRANSKI, IMENICA
DVOKANALNO, PRILOG
VARAŽDINAC, IMENICA
NAJDIČNIJI, PRIDJEV
RAZLOŽIVŠI, IMENICA
ZARAŠTANJE, IMENICA
IZVANREDNI, PRIDJEV
OBUZDAVATI, GLAGOL
RASPUKNEJA, IMENICA
SAVEZNIČKI, PRIDJEV
IŠPARTAVŠI, IMENICA
ŠKVADROFON, IMENICA
POLISTABIL, IMENICA
NABRAJANJE, IMENICA
FILTRACIJA, IMENICA
RAZJAŠNJIV, PRIDJEV
IZRABLJENI, PRIDJEV
METILORANŽ, IMENICA
NAVLASTITI, GLAGOL
OPOZIVANJE, IMENICA
IZRICATELJ, IMENICA
KOMEŠAJUĆI, PRILOG
NARASTAVŠI, PRILOG
ARABLJANIN, IMENICA
OPONAŠANJE, IMENICA
NEOZRAČENI, PRIDJEV
KONKRECIJA, IMENICA
GIACOLETTO, IMENICA
POLIETILEN, IMENICA
GEGUCAJUĆI, GLAGOL
POGNOJIVŠI, IMENICA
NESPAVANJA, IMENICA
PLJENITELJ, IMENICA
SPROVODITI, GLAGOL
DOLIVAJUĆI, PRIDJEV
DISGEUZIJA, IMENICA
AMINOSMOLA, IMENICA
PROTUMAČEN, PRIDJEV
BAJUNETSKI, PRIDJEV
GRABLJIVAC, IMENICA
IZOPAČENIK, IMENICA
LABAVLJENI, PRIDJEV
DISKORDANT, IMENICA
KAŽNJIVOST, IMENICA
KIRKLANDOV, PRIDJEV
PROVIDNOST, IMENICA
MULTIPLEKS, PRIDJEV
ČETRNAESTI, PRIDJEV
SVILENKAST, PRIDJEV
PREGRIZATI, GLAGOL
ODSJEDAVŠI, PRILOG
VRATOBOLJA, IMENICA
ERGONOMSKI, PRIDJEV
NAVLAŽIVŠI, PRILOG
KVANTITETA, IMENICA
POLIGONSKI, PRIDJEV
INFERIORAN, PRIDJEV
EGZEKUTIVA, IMENICA
HIPNOTIZER, IMENICA
OBUĆARSTVO, IMENICA
TEREFTALAT, IMENICA
REKREACIJI, PRIDJEV
MOSLAVAČKI, PRIDJEV
DEMENTIJEV, PRIDJEV
ODŠTEĆENJE, IMENICA
IZJEDNAČEN, PRIDJEV
IZDULJIVŠI, PRILOG
ZACIJELITI, GLAGOL
SIMBOLIZAM, IMENICA
ČETRUNASTI, PRIDJEV
NEFUNDIRAN, PRIDJEV
KOPENHAŠKI, PRIDJEV
TRATINČICA, IMENICA
SUPERČISTI, PRIDJEV
SUVREMENIK, IMENICA
SREĐIVANJE, IMENICA
SAPROBNOST, IMENICA
OBAMRIJETI, GLAGOL
TELEPATIJU, PRIDJEV
PREZRENIJI, PRIDJEV
CIKLIČNOST, IMENICA
POTRAJNOST, IMENICA
NEVISKOZAN, PRIDJEV
ZAKVAČANJE, IMENICA
POPRILIČNO, PRILOG
ZAVEDENOST, IMENICA
LJEČILIŠTE, IMENICA
NASTRUGATI, GLAGOL
UOBLIČENJE, IMENICA
OBLIETANJE, IMENICA
AUTARKIČAN, PRIDJEV
DEFECIRATI, GLAGOL
KENTAURSKI, PRIDJEV
OŽILJKASTI, PRIDJEV
BJELOVARKA, IMENICA
BLJESNUVŠI, PRILOG
GERMANOFOB, IMENICA
INTERNETAN, PRIDJEV
NERAZBUĐEN, PRIDJEV
INOZEMSTVO, IMENICA
SMRŠAVLJEN, PRIDJEV
NENAVIKNUT, PRIDJEV
SALMONIDNI, PRIDJEV
NEČOVJEČAN, PRIDJEV
RESOLUCIJA, IMENICA
KOLANGITIS, IMENICA
FILIPOVSKI, PRIDJEV
DRANGULIJE, IMENICA
ĆAKULAJUĆI, PRIDJEV
PORTIRNICA, IMENICA
ZAKRILJENI, PRIDJEV
OPERATIVAC, IMENICA
KONGOANSKI, PRIDJEV
PETMINUTNI, PRIDJEV
SVJEDOČEĆI, PRILOG
BOMBARDMAN, IMENICA
OPORTUNIST, IMENICA
KRIPTOGRAF, IMENICA
SALPIGLOSA, IMENICA
PODPROJEKT, IMENICA
PREVODIVŠI, PRILOG
IZLJEVANJE, IMENICA
DŽENTLEMEN, IMENICA
ANIMIRANJE, IMENICA
ALODIJALAN, PRIDJEV
PREVOĐENJE, IMENICA
PROSTAJATI, GLAGOL
BESMISLENO, PRILOG
ALTERIRATI, GLAGOL
PRESPAVATI, GLAGOL
RECIDIVIST, IMENICA
KONTINGENT, IMENICA
PEPSINOGEN, IMENICA
NASTRIJETI, GLAGOL
TUTELACIJA, IMENICA
DRILOMETAR, IMENICA
GEOMANTIJA, IMENICA
IZOKREĆUĆI, PRILOG
SALVATORAN, PRIDJEV
PREUZVIŠEN, PRIDJEV
SCIENTOLOG, IMENICA
VOLUMENSKI, PRIDJEV
NEPRILIČAN, PRIDJEV
PRIMETNUTI, GLAGOL
FLAŠIRANJE, IMENICA
PRITEZANJE, IMENICA
PRITJERATI, GLAGOL
ISHLAPJETI, GLAGOL
STIJESNITI, GLAGOL
DVOKORAČNI, IMENICA
RAZILAZEĆI, PRILOG
GVATEMALAC, IMENICA
NESLOMLJEN, PRIDJEV
SAKRILEGIJ, IMENICA
PRIGODNOST, IMENICA
PREBACIVŠI, PRILOG
RAZBISTREN, PRIDJEV
SKICIRANJE, IMENICA
SABOTIRATI, GLAGOL
IZLUĐUJUĆI, PRIDJEV
NAČUVAJUĆI, PRILOG
RADIOMETAR, IMENICA
KORNVALSKI, PRIDJEV
SAKUPLJENI, PRIDJEV
NADAHNUVŠI, PRILOG
RAPSODIČAR, IMENICA
NAGADJANJE, IMENICA
PRODUŽIVAN, PRIDJEV
BESKRVNOST, IMENICA
PRAVOMOĆAN, PRIDJEV
GOVEDARICA, IMENICA
UMOLJIVOST, IMENICA
PROVJERITI, GLAGOL
UPOZNAJUĆI, PRILOG
EKOLOGIZAM, IMENICA
DEFINICIJA, IMENICA
NEOTESANAC, IMENICA
ZAKARTAVŠI, PRILOG
APSORPCIJA, IMENICA
GRASSMANOV, PRIDJEV
FILIFORMAN, PRIDJEV
PROBITAČNO, PRILOG
DOSJETIVŠI, PRILOG
VIŠESTAZNI, PRIDJEV
NAJKRUTIJI, PRIDJEV
VEČERNJICA, IMENICA
SLIKOVITII, BROJ
CABARETSKI, PRIDJEV
HRASTOVINA, IMENICA
SINONIMIJA, IMENICA
FAHRENHEIT, IMENICA
KRIVULJAST, PRIDJEV
NAOBLAČITI, GLAGOL
KONFEKCIJE, IMENICA
UVOJAČENJE, IMENICA
NEPOKRETAN, PRIDJEV
ROGOBORATI, GLAGOL
JOGGIRANJE, IMENICA
STEPENASTI, PRIDJEV
POIMENIČNO, PRILOG
IZBULJIVŠI, PRILOG
ADJEKTIVAN, PRIDJEV
OBISTINITI, GLAGOL
GRIGNARDOV, IMENICA
EMULGIRANI, PRIDJEV
SABLASNOST, IMENICA
PREŠUTJETI, GLAGOL
OKLIJEVATI, GLAGOL
PODILAZITI, GLAGOL
OSLABJEVŠI, PRILOG
DOŽIVJEVŠI, PRILOG
RANŽIRANJE, IMENICA
ZAPEČATITI, GLAGOL
OŽIGOSANJE, IMENICA
FARADEJSKI, PRIDJEV
SLUŽBUJUĆI, PRIDJEV
ZAPEŠĆAJNI, PRIDJEV
DJALOVANJE, IMENICA
KONAKIVATI, GLAGOL
STABLJIKIN, IMENICA
NENAVIKATI, GLAGOL
ZAVRNUTIJI, PRIDJEV
KARBOLINEJ, IMENICA
LIJEČNIČKI, PRIDJEV
INVALIDSKI, PRIDJEV
NAKRCANOST, IMENICA
PRIJEČNICA, IMENICA
MIHAJLOVIĆ, IMENICA
PODSKRBNIK, IMENICA
UGLAĐENOST, IMENICA
BESPOMOĆNO, PRILOG
BISTABILAN, PRIDJEV
POBUĐIVATI, GLAGOL
SAKRALGIJA, IMENICA
GOOTEHNIKA, IMENICA
NESPOMENUT, PRIDJEV
KONSTANTIN, PRIDJEV
INSTANCIJI, PRIDJEV
UGOŠĆAVATI, GLAGOL
MALEZIJSKI, PRIDJEV
ORKESTRION, IMENICA
PRITISNEJA, IMENICA
RAZARATELJ, IMENICA
NESLOBODAN, PRIDJEV
ORTOPEDIJA, IMENICA
POSKOČNICA, IMENICA
PROBAVIVŠI, PRILOG
OCJENITELJ, IMENICA
GLUMLJENJE, IMENICA
